filename,original_class,label,CIELAB_L_mean,CIELAB_L_std,CIELAB_a_mean,CIELAB_a_std,CIELAB_b_mean,CIELAB_b_std,CIELAB_L_hist_0,CIELAB_L_hist_1,CIELAB_L_hist_2,CIELAB_L_hist_3,CIELAB_L_hist_4,CIELAB_L_hist_5,CIELAB_L_hist_6,CIELAB_L_hist_7,CIELAB_L_hist_8,CIELAB_L_hist_9,CIELAB_L_hist_10,CIELAB_L_hist_11,CIELAB_L_hist_12,CIELAB_L_hist_13,CIELAB_L_hist_14,CIELAB_L_hist_15,CIELAB_a_hist_0,CIELAB_a_hist_1,CIELAB_a_hist_2,CIELAB_a_hist_3,CIELAB_a_hist_4,CIELAB_a_hist_5,CIELAB_a_hist_6,CIELAB_a_hist_7,CIELAB_a_hist_8,CIELAB_a_hist_9,CIELAB_a_hist_10,CIELAB_a_hist_11,CIELAB_a_hist_12,CIELAB_a_hist_13,CIELAB_a_hist_14,CIELAB_a_hist_15,CIELAB_b_hist_0,CIELAB_b_hist_1,CIELAB_b_hist_2,CIELAB_b_hist_3,CIELAB_b_hist_4,CIELAB_b_hist_5,CIELAB_b_hist_6,CIELAB_b_hist_7,CIELAB_b_hist_8,CIELAB_b_hist_9,CIELAB_b_hist_10,CIELAB_b_hist_11,CIELAB_b_hist_12,CIELAB_b_hist_13,CIELAB_b_hist_14,CIELAB_b_hist_15,CIELAB_L_dominant,CIELAB_a_dominant,CIELAB_b_dominant
Green_1.jpg,Green,Green,34.659942626953125,8.44321346282959,-15.544088363647461,7.650851249694824,22.866193771362305,9.423084259033203,0.0,0.0005598581628873944,0.021181300282478333,0.074554443359375,0.23346085846424103,0.3737986385822296,0.17598208785057068,0.06708966940641403,0.03069888986647129,0.01269011851400137,0.009797518141567707,0.00018661939247976989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4491928815841675,0.5419427156448364,0.008864421397447586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004198936279863119,0.21871791779994965,0.539609968662262,0.23747317492961884,0.0,0.0,0.0,0.0,0.0,31.0408878326416,-14.451886177062988,21.788681030273438
Green_10.jpg,Green,Green,42.889923095703125,9.749591827392578,-19.81963348388672,6.639724254608154,30.98225975036621,9.887840270996094,0.0,0.0003548196400515735,0.007687758654356003,0.0276759322732687,0.07557658106088638,0.21088112890720367,0.16286221146583557,0.3226493299007416,0.11224127560853958,0.048255469650030136,0.02921348251402378,0.0021289177238941193,0.0002365464169997722,0.0002365464169997722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7454760670661926,0.2423418164253235,0.012182140722870827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1066824346780777,0.30112358927726746,0.5921939611434937,0.0,0.0,0.0,0.0,0.0,45.355098724365234,-24.73826789855957,38.926292419433594
Green_100.jpg,Green,Green,47.14052963256836,8.123238563537598,-17.344467163085938,6.22790002822876,31.050100326538086,11.460058212280273,0.0,0.0003670398145914078,0.003028078470379114,0.005505597218871117,0.033767662942409515,0.09368691593408585,0.15323913097381592,0.2827124297618866,0.3378601670265198,0.07854652404785156,0.011286474764347076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6457148194313049,0.3381354510784149,0.016149751842021942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.175995364785194e-05,0.13121673464775085,0.32125160098075867,0.5212883353233337,0.026151588186621666,0.0,0.0,0.0,0.0,53.968719482421875,-20.824892044067383,42.14240264892578
Green_101.jpg,Green,Green,37.85972213745117,8.552962303161621,-18.857393264770508,7.519840240478516,27.1364688873291,8.675975799560547,0.0,0.0004384522617328912,0.007892141118645668,0.027403267100453377,0.15696591138839722,0.35240599513053894,0.27447110414505005,0.07979831099510193,0.05699879303574562,0.030582046136260033,0.013043954968452454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6504439115524292,0.3360736668109894,0.013482406735420227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11980707943439484,0.4874493181705475,0.39274361729621887,0.0,0.0,0.0,0.0,0.0,31.435096740722656,-16.444210052490234,23.267017364501953
Green_102.jpg,Green,Green,41.26685333251953,8.158166885375977,-19.844158172607422,6.8965044021606445,27.165428161621094,9.554011344909668,0.0,0.0,9.39937963266857e-05,0.014475044794380665,0.08647429198026657,0.21853557229042053,0.29739636182785034,0.26374658942222595,0.08703825622797012,0.011937212198972702,0.017482846975326538,0.002349844900891185,0.0003759751853067428,9.39937963266857e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.39937963266857e-05,0.7061753869056702,0.2932606339454651,0.00046996897435747087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.39937963266857e-05,0.15123601257801056,0.4007895588874817,0.44788044691085815,0.0,0.0,0.0,0.0,0.0,44.217899322509766,-26.189851760864258,36.099246978759766
Green_103.jpg,Green,Green,42.90219497680664,8.56256103515625,-19.881839752197266,6.9690470695495605,29.484163284301758,9.391047477722168,0.0,0.0,0.0,0.006156290415674448,0.07824446260929108,0.1899513453245163,0.28160062432289124,0.24039320647716522,0.14159467816352844,0.045774996280670166,0.01330553088337183,0.0006950650131329894,0.001092245103791356,0.0011915400391444564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.708867073059082,0.2899414300918579,0.0011915400391444564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10386257618665695,0.3886406421661377,0.5074967741966248,0.0,0.0,0.0,0.0,0.0,43.63841247558594,-25.767406463623047,37.51538848876953
Green_104.jpg,Green,Green,40.89079284667969,9.77616024017334,-18.39743995666504,7.441997528076172,25.958492279052734,8.5437650680542,0.0,0.001729505369439721,0.008878127671778202,0.03043929487466812,0.1119566485285759,0.253084272146225,0.1714516282081604,0.21987777948379517,0.16038279235363007,0.025135478004813194,0.016833852976560593,0.0002306007081642747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648679792881012,0.33437103033065796,0.016949152573943138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16003689169883728,0.47768938541412354,0.3622737228870392,0.0,0.0,0.0,0.0,0.0,31.770217895507812,-15.579261779785156,22.329532623291016
Green_105.jpg,Green,Green,38.244598388671875,10.727871894836426,-14.15145206451416,6.275111675262451,33.136863708496094,13.77249526977539,0.0005557871190831065,0.010421008802950382,0.03918299451470375,0.0900375172495842,0.09545644372701645,0.17604558169841766,0.2674725651741028,0.199110746383667,0.09767958521842957,0.013338890857994556,0.010143115185201168,0.00027789355954155326,0.00027789355954155326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44518548250198364,0.5027094483375549,0.05210504308342934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027789355954155326,0.13283312320709229,0.29970821738243103,0.3875225782394409,0.1796581894159317,0.0,0.0,0.0,0.0,43.263336181640625,-17.710742950439453,44.0279426574707
Green_106.jpg,Green,Green,46.003334045410156,12.301956176757812,-14.256319046020508,5.536050319671631,37.936988830566406,15.522730827331543,0.00011866619024658576,0.001305328099988401,0.008187967352569103,0.0411771684885025,0.07701435685157776,0.10976622998714447,0.20054586231708527,0.19128990173339844,0.12163284420967102,0.14156876504421234,0.10478224605321884,0.0016613267362117767,0.0003559985780157149,0.0005933309439569712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3532692492008209,0.610656201839447,0.036074522882699966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10857956856489182,0.23484039306640625,0.2916814982891083,0.36489853262901306,0.0,0.0,0.0,0.0,43.72586441040039,-17.027122497558594,42.043575286865234
Green_107.jpg,Green,Green,45.607112884521484,12.021586418151855,-14.683951377868652,5.325190544128418,38.30177688598633,15.012951850891113,0.0,0.0009241194929927588,0.008522436022758484,0.03480850160121918,0.07649656385183334,0.12578293681144714,0.21614128351211548,0.18698018789291382,0.12034089863300323,0.12804189324378967,0.09959954768419266,0.002361638704314828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39870622754096985,0.573570191860199,0.027723586186766624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10124243050813675,0.22497175633907318,0.31799978017807007,0.3556833267211914,0.00010267994366586208,0.0,0.0,0.0,43.58457565307617,-17.5656681060791,42.88865280151367
Green_108.jpg,Green,Green,43.43826675415039,11.96762466430664,-15.336045265197754,6.757045269012451,36.79581069946289,15.033817291259766,0.00011145786993438378,0.006576014216989279,0.018056174740195274,0.04157378524541855,0.09696834534406662,0.15871600806713104,0.17331698536872864,0.1699732542037964,0.16518056392669678,0.15180562436580658,0.01504681259393692,0.0008916629594750702,0.001003120793029666,0.0007802050677128136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5653142929077148,0.37761926651000977,0.057066429406404495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011145786993438378,0.11012037098407745,0.2469906359910965,0.34317877888679504,0.299598753452301,0.0,0.0,0.0,0.0,56.18194580078125,-18.401756286621094,53.9648551940918
Green_109.jpg,Green,Green,42.3847541809082,11.82939338684082,-15.603901863098145,6.658779621124268,36.818660736083984,14.992826461791992,0.0006396417738869786,0.00799552258104086,0.021987687796354294,0.05644838884472847,0.10801950842142105,0.1131366416811943,0.21092188358306885,0.19876869022846222,0.1576717048883438,0.10825937241315842,0.015031582675874233,0.0006396417738869786,0.00015991044347174466,0.0003198208869434893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5538498163223267,0.3948988616466522,0.05125129967927933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981050580739975,0.2840809226036072,0.32669705152511597,0.29111698269844055,0.0,0.0,0.0,0.0,43.633060455322266,-19.359554290771484,43.29737091064453
Green_11.jpg,Green,Green,40.73649978637695,10.603370666503906,-19.141996383666992,6.900720119476318,28.753543853759766,10.09837818145752,7.919537165435031e-05,0.0011087352177128196,0.013067237101495266,0.05044745281338692,0.14999604225158691,0.16528074443340302,0.18650510907173157,0.26292863488197327,0.10073651373386383,0.04949710890650749,0.01837332732975483,0.0015839075203984976,0.0003959768800996244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6999287009239197,0.28945910930633545,0.010612180456519127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12853409349918365,0.4338322579860687,0.4376336336135864,0.0,0.0,0.0,0.0,0.0,44.38897705078125,-25.193696975708008,38.62364959716797
Green_110.jpg,Green,Green,46.82723617553711,13.169687271118164,-14.709305763244629,5.3816680908203125,38.711387634277344,16.00473403930664,0.0001734454999677837,0.0013008412206545472,0.008672274649143219,0.04552944377064705,0.07735668867826462,0.10528141260147095,0.17275170981884003,0.19599340856075287,0.10970427840948105,0.13858294486999512,0.11655537039041519,0.026363715529441833,0.0016477322205901146,8.672274998389184e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4136675000190735,0.5591015815734863,0.027230942621827126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10927066206932068,0.2240048497915268,0.2819356620311737,0.38409504294395447,0.0006937819998711348,0.0,0.0,0.0,43.89237594604492,-17.78346824645996,42.07844543457031
Green_111.jpg,Green,Green,45.406375885009766,11.48154067993164,-15.247639656066895,5.551255702972412,38.26586151123047,15.128344535827637,0.0,0.002085620304569602,0.019648738205432892,0.03710208460688591,0.07025247067213058,0.11207464337348938,0.14171239733695984,0.22327113151550293,0.23336991667747498,0.11492864787578583,0.04401756450533867,0.0007683864096179605,0.0007683864096179605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4892425835132599,0.4874862730503082,0.02327113039791584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010976948397001252,0.11075741052627563,0.21218441426753998,0.3071350157260895,0.36981338262557983,0.0,0.0,0.0,0.0,55.01961898803711,-16.985214233398438,51.95960998535156
Green_112.jpg,Green,Green,45.05722427368164,11.758922576904297,-15.407702445983887,5.025859355926514,37.903133392333984,13.455387115478516,0.0,0.0005221932078711689,0.013577023521065712,0.048041775822639465,0.05796344578266144,0.12741515040397644,0.1823759824037552,0.2454308122396469,0.14895561337471008,0.09464751929044724,0.07428198307752609,0.006396866869181395,0.0001305483019677922,0.0002610966039355844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4400783181190491,0.5439947843551636,0.015926893800497055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071540467441082,0.23903393745422363,0.40770235657691956,0.2810705006122589,0.0006527415243908763,0.0,0.0,0.0,44.352657318115234,-17.2552547454834,43.04738235473633
Green_113.jpg,Green,Green,47.4013786315918,12.306166648864746,-13.215630531311035,4.372799873352051,39.86986541748047,14.606271743774414,0.0007104795658960938,0.0014209591317921877,0.008170515298843384,0.02640615776181221,0.08265245705842972,0.14612196385860443,0.1004144474864006,0.11497927457094193,0.2509177029132843,0.16802841424942017,0.09780935198068619,0.0007104795658960938,0.001657785614952445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17608052492141724,0.8152753114700317,0.008644168265163898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08288928121328354,0.20627591013908386,0.30148017406463623,0.40935465693473816,0.0,0.0,0.0,0.0,55.857662200927734,-13.322162628173828,52.09800720214844
Green_114.jpg,Green,Green,47.4483528137207,12.044049263000488,-15.428253173828125,5.842711448669434,38.17523193359375,15.492231369018555,0.0,0.0015908367931842804,0.015033407136797905,0.03666878864169121,0.0599745474755764,0.0855870172381401,0.12289214134216309,0.22001272439956665,0.2492045760154724,0.1022908017039299,0.09338212013244629,0.010897232219576836,0.002068087924271822,0.00031816735281609,7.95418382040225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5115335583686829,0.4646834135055542,0.023783009499311447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002386255218880251,0.11104040592908859,0.21714922785758972,0.3098154664039612,0.3604836165904999,0.00127266941126436,0.0,0.0,0.0,54.68457794189453,-17.567785263061523,51.051544189453125
Green_115.jpg,Green,Green,42.82166290283203,12.425041198730469,-13.274984359741211,5.684237003326416,37.9892463684082,15.849715232849121,0.0005246130749583244,0.006645099259912968,0.016263006255030632,0.07178455591201782,0.07755530625581741,0.14295707643032074,0.20897088944911957,0.21185626089572906,0.10675876587629318,0.07720556110143661,0.07834222167730331,0.0003497420693747699,0.0007869196706451476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2862638831138611,0.6967736482620239,0.01696249097585678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008743551443330944,0.11349129676818848,0.20346245169639587,0.3723004162311554,0.3010404706001282,0.00883098691701889,0.0,0.0,0.0,43.73235321044922,-15.182963371276855,43.71371078491211
Green_116.jpg,Green,Green,46.68635940551758,12.805106163024902,-13.4337739944458,5.576904296875,41.472442626953125,16.28273582458496,0.00015017269470263273,0.00030034538940526545,0.006757771596312523,0.03453972190618515,0.09956450015306473,0.11015167087316513,0.14063672721385956,0.19912900030612946,0.17660309374332428,0.09783751517534256,0.09948941320180893,0.033338338136672974,0.001276467926800251,0.0002252590493299067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27361464500427246,0.6917705535888672,0.03461480885744095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09701156616210938,0.17465084791183472,0.2655053436756134,0.4423336982727051,0.020498573780059814,0.0,0.0,0.0,44.75008010864258,-15.641899108886719,44.173282623291016
Green_117.jpg,Green,Green,46.826717376708984,12.075695037841797,-13.253604888916016,5.851066589355469,41.332271575927734,15.768717765808105,9.945300553226843e-05,0.0006961710751056671,0.008552959188818932,0.024763798341155052,0.08344107121229172,0.11934360861778259,0.14629536867141724,0.17613127827644348,0.2137245088815689,0.1259075105190277,0.09338637441396713,0.0019890600815415382,0.003281949320808053,0.002287419280037284,9.945300553226843e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28702136874198914,0.6730979681015015,0.0398806557059288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016907011158764362,0.08572849631309509,0.1777225285768509,0.2749875783920288,0.4466434717178345,0.013227250427007675,0.0,0.0,0.0,55.23166275024414,-15.433354377746582,54.12181091308594
Green_118.jpg,Green,Green,40.65172576904297,13.457915306091309,-12.909869194030762,5.132915496826172,35.85400390625,16.677385330200195,0.005836870986968279,0.018420254811644554,0.02493935637176037,0.09892359375953674,0.094375379383564,0.14448150992393494,0.17245300114154816,0.1857186108827591,0.11211340129375458,0.1068071573972702,0.03449060022830963,0.0008338387124240398,0.0006064281333237886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24340508878231049,0.7305185198783875,0.026076409965753555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1612340807914734,0.22142207622528076,0.31299272179603577,0.3043511211872101,0.0,0.0,0.0,0.0,44.052528381347656,-14.88256549835205,44.65824508666992
Green_119.jpg,Green,Green,44.72698974609375,11.636677742004395,-11.419463157653809,4.304009437561035,40.256996154785156,14.89690113067627,0.00032738581649027765,0.001227696891874075,0.006875102408230305,0.0568014420568943,0.08634801208972931,0.10599116235971451,0.1767064929008484,0.22352267801761627,0.16336552798748016,0.12236045300960541,0.055737435817718506,0.0004092322778888047,0.00032738581649027765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10574562102556229,0.880013108253479,0.014241283759474754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.184645412256941e-05,0.07930921763181686,0.20649860799312592,0.32804059982299805,0.38606974482536316,0.0,0.0,0.0,0.0,44.649539947509766,-12.587353706359863,43.856781005859375
