fruit,category,image,relative_path,processed_path,mask_path,laws_l5e5_energy,laws_l5s5_energy,laws_l5w5_energy,laws_l5r5_energy,laws_e5e5_energy,laws_e5s5_energy,laws_e5w5_energy,laws_e5r5_energy,laws_s5s5_energy,laws_s5w5_energy,laws_s5r5_energy,laws_w5w5_energy,laws_w5r5_energy,laws_r5r5_energy,laws_bank_mean_energy,laws_bank_std_energy
Apple,Overripe,Apple_Overripe_021.jpg,Apple/Overripe/Apple_Overripe_021.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_021.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_021_mask.png,0.36469830572605133,0.17029011622071266,0.08511484414339066,0.07698159478604794,0.11033835262060165,0.05850442312657833,0.03397251199930906,0.028295096941292286,0.03845006972551346,0.027454650960862637,0.02574973087757826,0.02092713676393032,0.019939578138291836,0.018755748867988586,0.07710515434986778,0.09006981454972823
Apple,Overripe,Apple_Overripe_022.jpg,Apple/Overripe/Apple_Overripe_022.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_022.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_022_mask.png,0.3442031443119049,0.14246780425310135,0.07789931818842888,0.06700327061116695,0.11450686305761337,0.060487326234579086,0.03912828303873539,0.033624857664108276,0.0504559651017189,0.04103510268032551,0.038538169115781784,0.036473169922828674,0.03545189555734396,0.033546388149261475,0.07963011127763561,0.07991817814627994
Apple,Overripe,Apple_Overripe_023.jpg,Apple/Overripe/Apple_Overripe_023.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_023.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_023_mask.png,0.3766157180070877,0.18829482048749924,0.09242094680666924,0.07668685168027878,0.1225789487361908,0.06844678893685341,0.03876214474439621,0.030405132099986076,0.046243131160736084,0.032293371856212616,0.02875260915607214,0.024534737691283226,0.022811755537986755,0.021261006593704224,0.08357914024963975,0.0932125545460936
Apple,Overripe,Apple_Overripe_024.jpg,Apple/Overripe/Apple_Overripe_024.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_024.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_024_mask.png,0.3534016087651253,0.16643942520022392,0.08628658577799797,0.07019784860312939,0.11091472953557968,0.056096408516168594,0.03366259019821882,0.030242471024394035,0.040893975645303726,0.029596681706607342,0.02775722835212946,0.022447608411312103,0.02106636669486761,0.021360235288739204,0.07645455455141408,0.08674801761292425
Apple,Overripe,Apple_Overripe_025.jpg,Apple/Overripe/Apple_Overripe_025.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_025.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_025_mask.png,0.34595127403736115,0.15241890400648117,0.06307712011039257,0.04700269177556038,0.142325758934021,0.07480176910758018,0.04247577488422394,0.033303771167993546,0.05786362662911415,0.03765152581036091,0.033173488453030586,0.028704894706606865,0.02738681435585022,0.0275055430829525,0.07954592550439495,0.08344294978550813
Apple,Overripe,Apple_Overripe_026.jpg,Apple/Overripe/Apple_Overripe_026.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_026.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_026_mask.png,0.4168511778116226,0.20936638116836548,0.11323936656117439,0.08864540606737137,0.1530478149652481,0.0889810249209404,0.05129664018750191,0.04207284562289715,0.06729567050933838,0.05039192736148834,0.04683400318026543,0.04279375448822975,0.042038775980472565,0.039923299103975296,0.10376986342349223,0.09918323658595059
Apple,Overripe,Apple_Overripe_027.jpg,Apple/Overripe/Apple_Overripe_027.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_027.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_027_mask.png,0.3572997450828552,0.1552690975368023,0.07515210472047329,0.07011030986905098,0.12058231234550476,0.05857133865356445,0.03387529402971268,0.03022228367626667,0.03917684406042099,0.02911627572029829,0.029216625727713108,0.02358761429786682,0.02467714063823223,0.02493358589708805,0.07655646944684642,0.08674149805413703
Apple,Overripe,Apple_Overripe_028.jpg,Apple/Overripe/Apple_Overripe_028.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_028.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_028_mask.png,0.38903459906578064,0.19871360063552856,0.09551938250660896,0.07874738983809948,0.13250945508480072,0.07597559317946434,0.04238021373748779,0.03346956707537174,0.05316059663891792,0.03624723292887211,0.03220890462398529,0.027240216732025146,0.025784533470869064,0.025987358763813972,0.08906990316297327,0.09584165916280744
Apple,Overripe,Apple_Overripe_029.jpg,Apple/Overripe/Apple_Overripe_029.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_029.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_029_mask.png,0.33080148696899414,0.13039111346006393,0.056646792218089104,0.046408526599407196,0.1371440589427948,0.07299260795116425,0.04061056859791279,0.03294319845736027,0.057096224278211594,0.03681876324117184,0.033514603972435,0.027894221246242523,0.027300994843244553,0.028441868722438812,0.07564321639282363,0.07866275984287907
Apple,Overripe,Apple_Overripe_030.jpg,Apple/Overripe/Apple_Overripe_030.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_030.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_030_mask.png,0.32457685470581055,0.14338383823633194,0.06001760624349117,0.04683007299900055,0.1719411015510559,0.10772787779569626,0.062040477991104126,0.040722206234931946,0.10196227580308914,0.06473048776388168,0.04650440067052841,0.048269130289554596,0.039323996752500534,0.03646450489759445,0.0924639165667551,0.07589535567241994
