fruit,category,image,relative_path,processed_path,mask_path,lbp_bin_0,lbp_bin_1,lbp_bin_2,lbp_bin_3,lbp_bin_4,lbp_bin_5,lbp_bin_6,lbp_bin_7,lbp_bin_8,lbp_bin_9,lbp_entropy,lbp_energy,lbp_dominant,lbp_bin_variance
Apple,Overripe,Apple_Overripe_021.jpg,Apple/Overripe/Apple_Overripe_021.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_021.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_021_mask.png,0.0048374613003095,0.0180050309597523,0.0091815015479876,0.1062886996904024,0.2536280959752321,0.2534345975232198,0.0649864551083591,0.0598780959752322,0.1946981424148607,0.0350619195046439,2.679894321748917,0.1872308066983413,0.2536280959752321,3.6863640217148097
Apple,Overripe,Apple_Overripe_022.jpg,Apple/Overripe/Apple_Overripe_022.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_022.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_022_mask.png,0.0042021941019931,0.0169920708195296,0.0096942377667952,0.1212865909954923,0.3185656872861565,0.2909493292782273,0.0789795253353608,0.0532572095801879,0.0782395590072231,0.0278335958290338,2.557017403921481,0.2172166470756311,0.3185656872861565,2.687588450851148
Apple,Overripe,Apple_Overripe_023.jpg,Apple/Overripe/Apple_Overripe_023.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_023.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_023_mask.png,0.0080321635386869,0.023206935045001,0.0145468499267424,0.1120055117560873,0.2519971394683597,0.2322699365101514,0.0673184260099072,0.0582833321705155,0.1889259052536105,0.0434138003209376,2.7664712946506085,0.1763182777220475,0.2519971394683597,4.024651169402876
Apple,Overripe,Apple_Overripe_024.jpg,Apple/Overripe/Apple_Overripe_024.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_024.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_024_mask.png,0.0045235605412428,0.0198450423044015,0.0096492061983078,0.1196644167696549,0.2692271128434262,0.2821560984884494,0.0808299267991253,0.064026998764141,0.1181829704978293,0.0318946667934214,2.673169756706621,0.1925396882519929,0.2821560984884494,3.173583374532296
Apple,Overripe,Apple_Overripe_025.jpg,Apple/Overripe/Apple_Overripe_025.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_025.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_025_mask.png,0.0014924326262138,0.010595102638839,0.0022639774303661,0.1152952912386801,0.2242974266253098,0.2991138924825038,0.0679349096747042,0.0788027806786477,0.1846330096482067,0.0155711769565285,2.563201879524555,0.1983479095962232,0.2991138924825038,3.097635638980877
Apple,Overripe,Apple_Overripe_026.jpg,Apple/Overripe/Apple_Overripe_026.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_026.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_026_mask.png,0.0067481991609277,0.0230843821736721,0.0136843980052244,0.1222294783503522,0.2731833293754452,0.2679094435209372,0.0918427926858228,0.062485157919734,0.0986008865669278,0.0402319322409562,2.7324060650212387,0.1857905731273817,0.2731833293754452,3.296092113651741
Apple,Overripe,Apple_Overripe_027.jpg,Apple/Overripe/Apple_Overripe_027.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_027.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_027_mask.png,0.0064637341423055,0.0207959873138444,0.011169332597904,0.1020752895752895,0.2500172366243794,0.2178967870932156,0.0620432294539437,0.0525975592939878,0.2421918091560948,0.0347490347490347,2.686912237443819,0.1874862335178701,0.2500172366243794,4.076732634463996
Apple,Overripe,Apple_Overripe_028.jpg,Apple/Overripe/Apple_Overripe_028.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_028.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_028_mask.png,0.009293519607165,0.0234888304862023,0.0155525969984092,0.1160522857735666,0.2619216405007262,0.2324244415243101,0.0675271457223874,0.0554931184729234,0.1718220485510754,0.0464243723632339,2.7756686433285127,0.1762896180763127,0.2619216405007262,4.013521366395254
Apple,Overripe,Apple_Overripe_029.jpg,Apple/Overripe/Apple_Overripe_029.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_029.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_029_mask.png,0.0016146018864125,0.0102451716821286,0.0020753635758204,0.1139552712686047,0.222497560673409,0.3035528985395016,0.0683166323354035,0.0796227174872613,0.1829107748540276,0.0152090076974305,2.5580600008359684,0.1994418130498195,0.3035528985395016,3.067779158742346
Apple,Overripe,Apple_Overripe_030.jpg,Apple/Overripe/Apple_Overripe_030.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_030.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_030_mask.png,0.0019393021602744,0.0117632969681985,0.0024221961244862,0.1161108879067898,0.2148453194053836,0.3096741045214328,0.0701625614241122,0.0820533423988627,0.1743826683561516,0.0166463207343078,2.577663435224731,0.1980282546959704,0.3096741045214328,3.07402662396086
