mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__n_estimators,param_classifier__min_samples_split,param_classifier__min_samples_leaf,param_classifier__max_features,param_classifier__max_depth,param_classifier__bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1.1036515712738038,0.12621682486784144,0.09874653816223145,0.008560548607261088,500,6,3,0.5,,True,"{'classifier__n_estimators': 500, 'classifier__min_samples_split': 6, 'classifier__min_samples_leaf': 3, 'classifier__max_features': 0.5, 'classifier__max_depth': None, 'classifier__bootstrap': True}",0.9375,0.8775271512113617,0.8170032101066584,0.9375,0.9166055718475073,0.8972271866331056,0.04570185688092131,23,1.0,1.0,0.9947913487558241,1.0,1.0,0.9989582697511648,0.002083460497670364
0.513521671295166,0.042321868868349564,0.06386241912841797,0.005561638579552846,300,8,1,0.5,20,True,"{'classifier__n_estimators': 300, 'classifier__min_samples_split': 8, 'classifier__min_samples_leaf': 1, 'classifier__max_features': 0.5, 'classifier__max_depth': 20, 'classifier__bootstrap': True}",0.9375,0.8580691339312029,0.8361965970419808,0.9166055718475073,0.937381404174573,0.8971505413990528,0.042113748541671596,24,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.4239495277404785,0.104966518700646,0.19757728576660155,0.07044838631669645,200,4,1,0.5,5,True,"{'classifier__n_estimators': 200, 'classifier__min_samples_split': 4, 'classifier__min_samples_leaf': 1, 'classifier__max_features': 0.5, 'classifier__max_depth': 5, 'classifier__bootstrap': True}",0.9375,0.8775271512113617,0.7964076858813701,0.9166055718475073,0.937381404174573,0.8930843626229624,0.05305964694553104,25,1.0,1.0,0.9947913487558241,0.9947913487558241,1.0,0.9979165395023296,0.002551707559268746
0.24758496284484863,0.05226803119162524,0.0429436206817627,0.010690613285701148,100,6,1,0.5,,True,"{'classifier__n_estimators': 100, 'classifier__min_samples_split': 6, 'classifier__min_samples_leaf': 1, 'classifier__max_features': 0.5, 'classifier__max_depth': None, 'classifier__bootstrap': True}",0.9166055718475073,0.8775271512113617,0.8170032101066584,0.9375,0.9166055718475073,0.8930483010026069,0.04268396772393627,26,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.5761278629302978,0.08696519158006523,0.11812062263488769,0.07500748311731875,200,6,3,0.5,20,True,"{'classifier__n_estimators': 200, 'classifier__min_samples_split': 6, 'classifier__min_samples_leaf': 3, 'classifier__max_features': 0.5, 'classifier__max_depth': 20, 'classifier__bootstrap': True}",0.9375,0.8554143980641258,0.8170032101066584,0.9375,0.9166055718475073,0.8928046360036583,0.04838537327285425,27,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.9460062980651855,0.023458364636389846,0.08656954765319824,0.004330741596549865,500,4,4,0.5,,True,"{'classifier__n_estimators': 500, 'classifier__min_samples_split': 4, 'classifier__min_samples_leaf': 4, 'classifier__max_features': 0.5, 'classifier__max_depth': None, 'classifier__bootstrap': True}",0.9375,0.8580691339312029,0.8170032101066584,0.9166055718475073,0.9166055718475073,0.8891566975465752,0.04475828114251507,28,0.9947913487558241,1.0,0.9947913487558241,0.9843336715904698,0.9947913487558241,0.9937415435715884,0.005118253703246591
0.30672783851623536,0.041749094135297954,0.03187770843505859,0.013147583370895567,100,2,2,,10,True,"{'classifier__n_estimators': 100, 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 2, 'classifier__max_features': None, 'classifier__max_depth': 10, 'classifier__bootstrap': True}",0.9166055718475073,0.8760277518898208,0.8355544484576742,0.9166055718475073,0.8955065359477125,0.8880599759980445,0.03028781332208992,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.19367399215698242,0.018898677467999683,0.03641700744628906,0.009629569974413962,100,8,1,0.5,5,True,"{'classifier__n_estimators': 100, 'classifier__min_samples_split': 8, 'classifier__min_samples_leaf': 1, 'classifier__max_features': 0.5, 'classifier__max_depth': 5, 'classifier__bootstrap': True}",0.8957722385141741,0.8752614683649167,0.7964076858813701,0.9166055718475073,0.937381404174573,0.8842856737565082,0.048579111986747935,30,0.9947913487558241,1.0,0.9947913487558241,0.9895807895807897,1.0,0.9958326974184875,0.0038984096064239066
0.2054363250732422,0.04498297886293457,0.04422783851623535,0.009854624833722554,100,4,3,,5,True,"{'classifier__n_estimators': 100, 'classifier__min_samples_split': 4, 'classifier__min_samples_leaf': 3, 'classifier__max_features': None, 'classifier__max_depth': 5, 'classifier__bootstrap': True}",0.9375,0.8784029038112523,0.7960310540955703,0.8747628083491462,0.8955065359477125,0.8764406604407362,0.04596546733262249,31,0.9792013911747036,1.0,0.9947913487558241,0.9635781961363357,1.0,0.9875141872133726,0.014190013169978765
0.6908891677856446,0.060262471293981115,0.07645039558410645,0.020994610610491685,300,8,1,,10,True,"{'classifier__n_estimators': 300, 'classifier__min_samples_split': 8, 'classifier__min_samples_leaf': 1, 'classifier__max_features': None, 'classifier__max_depth': 10, 'classifier__bootstrap': True}",0.9583129683936136,0.8314954051796156,0.8163787981232199,0.8747628083491462,0.8955065359477125,0.8752913031986616,0.05037915396511851,32,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.4265860080718994,0.046978347883779095,0.05928726196289062,0.005147346584180953,200,8,2,,15,True,"{'classifier__n_estimators': 200, 'classifier__min_samples_split': 8, 'classifier__min_samples_leaf': 2, 'classifier__max_features': None, 'classifier__max_depth': 15, 'classifier__bootstrap': True}",0.9375,0.8314954051796156,0.8163787981232199,0.875,0.8955065359477125,0.8711761478501096,0.04377842818150907,33,1.0,1.0,1.0,0.9947913487558241,1.0,0.9989582697511648,0.002083460497670364
0.4625250816345215,0.03531967047666843,0.09181160926818847,0.03542298888318757,200,8,1,,,True,"{'classifier__n_estimators': 200, 'classifier__min_samples_split': 8, 'classifier__min_samples_leaf': 1, 'classifier__max_features': None, 'classifier__max_depth': None, 'classifier__bootstrap': True}",0.9375,0.8314954051796156,0.8163787981232199,0.8747628083491462,0.8955065359477125,0.8711287095199388,0.04377438727501053,34,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.9601573467254638,0.092440674073801,0.153664493560791,0.041253568284257865,500,4,3,,,True,"{'classifier__n_estimators': 500, 'classifier__min_samples_split': 4, 'classifier__min_samples_leaf': 3, 'classifier__max_features': None, 'classifier__max_depth': None, 'classifier__bootstrap': True}",0.9375,0.8314954051796156,0.7964696223316913,0.875,0.8955065359477125,0.8671943126918038,0.04915647308752158,35,0.9947913487558241,1.0,0.9947913487558241,0.9844507350067246,1.0,0.9948066865036745,0.0056778026038676165
0.5630534172058106,0.11024809170888744,0.117527437210083,0.05060734716502695,300,6,3,,15,False,"{'classifier__n_estimators': 300, 'classifier__min_samples_split': 6, 'classifier__min_samples_leaf': 3, 'classifier__max_features': None, 'classifier__max_depth': 15, 'classifier__bootstrap': False}",0.9166055718475073,0.896268184693232,0.7925363693864642,0.8957722385141741,0.8336495888678052,0.8669663906618366,0.04648065761490332,36,0.96875,0.9634997024354514,0.9688673531193217,0.9792013911747036,0.9739573796008058,0.9708551652660564,0.0053248318673443035
0.9707608699798584,0.1605072118882634,0.15181427001953124,0.050989050169831046,400,8,3,,10,False,"{'classifier__n_estimators': 400, 'classifier__min_samples_split': 8, 'classifier__min_samples_leaf': 3, 'classifier__max_features': None, 'classifier__max_depth': 10, 'classifier__bootstrap': False}",0.9368075920495276,0.896268184693232,0.7730670762928827,0.8747474747474747,0.8336495888678052,0.8629079833301845,0.05593151345114212,37,0.9635273536895674,0.9634997024354514,0.9477773536895674,0.9686164122137404,0.9739573796008058,0.9634756403258263,0.008749101101295705
0.8159768104553222,0.09238383746070915,0.12178287506103516,0.05896142799807198,400,2,3,,5,False,"{'classifier__n_estimators': 400, 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 3, 'classifier__max_features': None, 'classifier__max_depth': 5, 'classifier__bootstrap': False}",0.8962681846932322,0.8332001557153688,0.7925363693864642,0.8528079988526236,0.7494111623143881,0.8248447741924154,0.05037285126619229,38,0.9326417270004542,0.9225191720002307,0.9476989676544885,0.9580818153106344,0.9479735318444996,0.9417830427620615,0.012598656115512205
