mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
7.877211809158325,1.9663205393582464,4.38886456489563,0.8959804697678162,400,2,3,0.5,30,True,"{'n_estimators': 400, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_features': 0.5, 'max_depth': 30, 'bootstrap': True}",0.8499483903993681,0.8540013640625373,0.8444030838052027,0.8496491457672091,0.8530854269770439,0.8502174822022722,0.0033688429641418175,19,0.9914415657724871,0.993817527208401,0.9947650992666539,0.9933394600432113,0.9933346766880087,0.9933396657957523,0.0010828684815354774
5.211930656433106,2.328307086594192,1.094940710067749,1.2267848651489042,400,4,2,log2,10,False,"{'n_estimators': 400, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': False}",0.8537077357762369,0.8525175587431301,0.8352529932690169,0.8382748110255017,0.864052654490314,0.8487611506608399,0.010628669064575389,20,0.9816412605301171,0.9820436376984935,0.9815492835392241,0.9825349600852755,0.9858700663160499,0.982727841633832,0.0016092589566481636
7.709997272491455,0.3929497151778793,2.2727099418640138,0.35305227023610664,400,2,3,log2,10,False,"{'n_estimators': 400, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': False}",0.8388623940590408,0.844801486964802,0.8312859982370913,0.840677102529811,0.8597379418997745,0.8430729847381038,0.00941393534443165,21,0.9769271534407864,0.9787390957361577,0.9754691997966393,0.9768310012969774,0.9834554540841739,0.9782843808709469,0.0027866247235517425
14.438444757461548,0.7834769376105495,2.2667528629302978,1.078029655096607,400,6,2,,20,True,"{'n_estimators': 400, 'min_samples_split': 6, 'min_samples_leaf': 2, 'max_features': None, 'max_depth': 20, 'bootstrap': True}",0.85246918490611,0.8646794313180447,0.8232964762708993,0.8353243986303098,0.8394835884289943,0.8430506159108715,0.014276969211104147,22,0.9961891431048068,0.9942910929687006,0.9966641814530102,0.9961875113044764,0.9961912205405319,0.9959046298743051,0.0008274688922607072
4.440855550765991,0.47927973965342796,2.9347063064575196,0.3098606181179114,400,4,3,sqrt,10,False,"{'n_estimators': 400, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 10, 'bootstrap': False}",0.8420761654842048,0.8426963460586755,0.8353036744696929,0.832395024176981,0.8505082637458259,0.840595894787076,0.006326452875139016,23,0.9755421115770977,0.9731286159446835,0.9735969750294552,0.9764201995514727,0.9783547010870819,0.9754085206379581,0.0019079299203048036
10.562560796737671,3.366193056485105,2.7198837757110597,2.488461830347825,300,4,4,0.5,20,True,"{'n_estimators': 300, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 20, 'bootstrap': True}",0.8406412856784823,0.8508669081175365,0.8257426210153482,0.8343287270616273,0.8294450537619801,0.836204919126995,0.008869394878278453,24,0.9823983461915448,0.9819345893454883,0.9809779909757529,0.9804901618816007,0.9828654011073353,0.9817332979003444,0.0008809473149093224
14.211218547821044,0.1675101814857671,1.5477562427520752,0.6157809312941067,300,6,3,,,True,"{'n_estimators': 300, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_features': None, 'max_depth': None, 'bootstrap': True}",0.8392081978494028,0.8589844468136906,0.8190163744956559,0.8278802368615739,0.8356704265692092,0.8361519365179063,0.01336371664311355,25,0.9895258647402306,0.9909600355819366,0.9900025361469611,0.9923798320859142,0.990483546491753,0.9906703630093592,0.0009794860019858003
3.8627914428710937,0.17871921610978925,3.2730692863464355,0.023978458981324103,300,6,3,log2,10,True,"{'n_estimators': 300, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': True}",0.8272667834115066,0.8369653719644365,0.8178709019219432,0.8328057496843818,0.8461543744730547,0.8322126362910647,0.009460012144115943,26,0.9664372180163942,0.9635154933393519,0.9606584221247879,0.9639707421940877,0.9687977148753312,0.9646759181099906,0.002759547740006326
7.012533235549927,1.1447254264780053,1.8972718715667725,0.657660777190899,200,8,3,,30,True,"{'n_estimators': 200, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': None, 'max_depth': 30, 'bootstrap': True}",0.8355613583484299,0.851494479119147,0.8059096583223092,0.8218542045336334,0.8321310058149216,0.8293901412276883,0.015115035113311932,27,0.9866846927988029,0.9871510858827327,0.9842853836311286,0.9852258083980378,0.9866838286652674,0.9860061598751939,0.00107708094312721
25.409258699417116,2.788529661082296,5.903213691711426,2.091248771050091,400,8,4,,,True,"{'n_estimators': 400, 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features': None, 'max_depth': None, 'bootstrap': True}",0.8390094333713631,0.8497261783756573,0.8022201465399789,0.8090817403093732,0.8222225312879999,0.8244520059768746,0.017811084643496546,28,0.977652994093113,0.9809414721870249,0.9799887963203229,0.97761767152255,0.981914301213593,0.9796230470673208,0.0017334648927450351
