method,iou,dice,precision,recall,overall_score
Otsu,0.19425459175960938,0.27872488437120574,0.2186524399576951,0.49776513544523915,0.2973492628834373
Adaptive,0.12323833441468295,0.20428325116915627,0.26379415954416197,0.18837718989205307,0.19492323375501355
HSV,0.11545272256967883,0.1760654608740906,0.23114028871631,0.21040010368927767,0.18326464396233927
